Use ps command with options to display all active process running on the system

OUTPUT:

adhul@adhul-Vivobook-ASUSLaptop-M6500QF-M6500QF:~/Module1$ ps aux
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23212 13652 ?        Ss   18:39   0:03 /sbin/init splash
adhul       4452  0.0  0.0   5668  2560 ?        S    18:43   0:00 /usr/lib/speech-dispatcher-modules/sd_openjtalk /etc/speech-dispatcher/modules/openjtalk.conf
root        5034  0.0  0.0      0     0 ?        I    18:45   0:00 [kworker/11:0-events]
root        5042  0.0  0.0      0     0 ?        S    18:45   0:00 [psimon]
adhul       5139  0.0  0.0  39128 12032 ?        Ss   18:45   0:00 /snap/snapd-desktop-integration/253/usr/bin/snapd-desktop-integration
adhul       5320  0.0  0.1 429584 30676 ?        Sl   18:45   0:00 /snap/snapd-desktop-integration/253/usr/bin/snapd-desktop-integration
root        5526  0.0  0.0      0     0 ?        I    18:50   0:00 [kworker/7:1]
root        5775  0.1  0.0      0     0 ?        I    18:54   0:04 [kworker/u32:20-sdma0]
root        5866  0.0  0.0      0     0 ?        I    18:54   0:00 [kworker/4:1-events]
adhul       5922  0.0  0.4 3224100 66404 ?       Sl   18:54   0:01 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rasterso
root        6305  0.0  0.0      0     0 ?        I    19:00   0:00 [kworker/9:2-cgroup_destroy]
root        6321  0.0  0.9 600276 149584 ?       Ssl  19:00   0:02 /usr/libexec/fwupd/fwupd
root        6332  0.0  0.0      0     0 ?        I    19:00   0:00 [kworker/3:0-mm_percpu_wq]
root        6353  0.0  0.0  92648  2744 ?        Ss   19:00   0:00 gpg-agent --homedir /var/lib/fwupd/gnupg --use-standard-socket --daemon
adhul       6465  0.0  0.0 396900  8064 ?        Sl   19:02   0:00 /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
root        6490  0.0  0.0      0     0 ?        I<   19:02   0:00 [kworker/u33:9-ttm]
adhul       6557  0.0  0.0 470864  8320 ?        Sl   19:03   0:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
adhul       6573  0.0  0.0 399216  8576 ?        Sl   19:03   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
root        6644  0.0  0.0      0     0 ?        I    19:03   0:00 [kworker/11:2-events]
root        6645  0.0  0.0      0     0 ?        I    19:03   0:00 [kworker/8:2-events]
root        6853  0.0  0.0      0     0 ?        I    19:09   0:00 [kworker/10:1-events]
adhul       6976  0.7  0.3 571360 60444 ?        Ssl  19:10   0:18 /usr/libexec/gnome-terminal-server
adhul       6983  0.0  0.0  19932  5120 pts/0    Ss   19:10   0:00 bash
root        7242  0.1  0.0      0     0 ?        I    19:16   0:03 [kworker/u32:0-gfx_high]
root        7511  0.0  0.0      0     0 ?        I    19:24   0:00 [kworker/0:1]
root        7711  0.0  0.0      0     0 ?        I    19:29   0:00 [kworker/6:0-events]
root        7734  0.2  0.0      0     0 ?        I    19:30   0:03 [kworker/u32:3-events_unbound]
root        7831  0.0  0.0      0     0 ?        I<   19:32   0:00 [kworker/u33:2-ttm]
root        8230  0.0  0.0      0     0 ?        I    19:36   0:00 [kworker/10:2-events]
root        8295  0.0  0.0      0     0 ?        I    19:37   0:00 [kworker/4:2-inet_frag_wq]
root        8341  0.0  0.0      0     0 ?        I    19:40   0:00 [kworker/1:2]
root        8344  0.2  0.0      0     0 ?        I    19:40   0:01 [kworker/u32:2-events_power_efficient]
root        8465  0.0  0.0      0     0 ?        I    19:44   0:00 [kworker/3:2-events]
root        8467  0.0  0.0      0     0 ?        I    19:44   0:00 [kworker/5:0-mm_percpu_wq]
root        8546  0.0  0.0      0     0 ?        I    19:46   0:00 [kworker/6:2-inet_frag_wq]
root        8548  0.0  0.0      0     0 ?        I    19:46   0:00 [kworker/4:0-cgroup_destroy]
adhul       8554  0.0  0.4 2397404 75008 ?       Sl   19:46   0:00 /snap/firefox/4793/usr/lib/firefox/firefox -contentproc -childID 16 -isForBrowser -prefsLen 31488 -prefMapSize 252221 -jsIn
adhul       8590  0.0  0.4 2397408 74240 ?       Sl   19:46   0:00 /snap/firefox/4793/usr/lib/firefox/firefox -contentproc -childID 17 -isForBrowser -prefsLen 31488 -prefMapSize 252221 -jsIn
root        8615  0.0  0.0      0     0 ?        I    19:46   0:00 [kworker/11:1-events]
root        8616  0.0  0.0      0     0 ?        I    19:46   0:00 [kworker/10:0-events]
root        8617  0.0  0.0      0     0 ?        I    19:46   0:00 [kworker/2:0-inet_frag_wq]
adhul       8618  0.0  0.4 2397408 74368 ?       Sl   19:46   0:00 /snap/firefox/4793/usr/lib/firefox/firefox -contentproc -childID 18 -isForBrowser -prefsLen 31488 -prefMapSize 252221 -jsIn
root        8674  0.0  0.0      0     0 ?        I    19:47   0:00 [kworker/8:0-events]
root        8770  0.0  0.0      0     0 ?        I    19:51   0:00 [kworker/5:1]
adhul       8781  200  0.0  22420  4736 pts/0    R+   19:51   0:00 ps aux
